date,ffr,ffr_pct_change,ffr_std
2016-01,0.3429032258064516,,0.053366253280957524
2016-02,0.37517241379310345,0.09410581632984072,0.01682275025399755
2016-03,0.362258064516129,-0.03442243833017078,0.02140244182632048
2016-04,0.3653333333333333,0.00848916592460669,0.017759569219172367
2016-05,0.36516129032258066,-0.00047092064987031,0.018774267449878576
2016-06,0.37766666666666665,0.034246171967019956,0.020117471105438708
2016-07,0.3916129032258065,0.036927369529937915,0.030669939049341538
2016-08,0.3967741935483871,0.01317957166392092,0.017960530202677495
2016-09,0.39633333333333337,-0.0011111111111110628,0.0200831604418561
2016-10,0.3964516129032258,0.0002984345750018935,0.03362027038328456
2016-11,0.4066666666666666,0.02576620558719811,0.01825741858350553
2016-12,0.54,0.32786885245901654,0.12285492799775408
2017-01,0.6496774193548387,0.2031063321385902,0.032091937821176836
2017-02,0.6567857142857143,0.01094126826500208,0.01700840128541524
2017-03,0.7861290322580645,0.19693381746741734,0.12515796470473733
2017-04,0.896,0.13976200246204362,0.03190503149164342
2017-05,0.9074193548387097,0.012744815668202847,0.014368424162142008
2017-06,1.04,0.14610735869178804,0.12498275743146499
2017-07,1.1506451612903223,0.10638957816377137,0.029090145395645358
2017-08,1.1570967741935483,0.005606952621250549,0.016164477182409712
2017-09,1.153333333333333,-0.003252485828454721,0.02537081317024623
2017-10,1.1538709677419354,0.00046615700167840224,0.023759548165574584
2017-11,1.157,0.0027117696393625934,0.016431676725154967
2017-12,1.3016129032258066,0.12498954470683366,0.12366882588034721
2018-01,1.414516129032258,0.08674101610904583,0.021266359926327975
2018-02,1.4175,0.0021094640820980004,0.013228756555322928
2018-03,1.5061290322580645,0.06252489048187981,0.12071115439634786
2018-04,1.6923333333333332,0.12363104162204608,0.006789105539243721
2018-05,1.7,0.004530234390388133,0.0
2018-06,1.8196666666666665,0.07039215686274503,0.10662481219074978
2018-07,1.91,0.049642791720095225,0.0
2018-08,1.9148387096774193,0.002533355852051944,0.005080005080007526
2018-09,1.9546666666666668,0.0207996406109614,0.09000893953048408
2018-10,2.187741935483871,0.11924041719843337,0.00883541261792738
2018-11,2.197666666666667,0.004536518234542486,0.004301830671521083
2018-12,2.274193548387097,0.03482187853197183,0.10171116600611008
2019-01,2.4,0.05531914893617018,0.0
2019-02,2.4,0.0,0.0
2019-03,2.4051612903225807,0.0021505376344086446,0.009263177187817655
2019-04,2.423666666666667,0.007694027181688323,0.01564329388837806
2019-05,2.390967741935484,-0.013491510685400776,0.013989243179356816
2019-06,2.377666666666667,-0.005563050908436784,0.011943352886058411
2019-07,2.4029032258064515,0.010614002161692726,0.010706243781736749
2019-08,2.1258064516129034,-0.11531749228084298,0.007199163631231375
2019-09,2.043,-0.03895295902883156,0.14417781167471794
2019-10,1.8296774193548386,-0.10441633903336345,0.05154181932940424
2019-11,1.5533333333333335,-0.15103432063939815,0.00660894552251272
2019-12,1.550967741935484,-0.001522912917070518,0.003005371535187622
2020-01,1.5506451612903225,-0.00020798668885202432,0.012632097706759465
2020-02,1.5831034482758621,0.020932117673220896,0.004708236154307596
2020-03,0.6522580645161291,-0.5879877179052986,0.5509126348004697
2020-04,0.049,-0.9248763600395647,0.004025778999364484
2020-05,0.05,0.020408163265306145,0.0
2020-06,0.07766666666666668,0.5533333333333335,0.01040004420857094
2020-07,0.09258064516129033,0.19202547417970361,0.005143113152870143
2020-08,0.09516129032258065,0.027874564459930307,0.005698518954918889
2020-09,0.09,-0.054237288135593364,0.0
2020-10,0.09,0.0,0.0
2020-11,0.08633333333333333,-0.040740740740740744,0.004901325178535608
2020-12,0.09,0.042471042471042386,0.0
2021-01,0.08516129032258064,-0.053763440860215006,0.00724383312063232
2021-02,0.07571428571428572,-0.11093073593073588,0.0050395263067896864
2021-03,0.06967741935483872,-0.07973219720024338,0.001796053020267751
2021-04,0.069,-0.009722222222222299,0.004025778999364489
2021-05,0.05806451612903226,-0.15848527349228614,0.004016096644512491
2021-06,0.078,0.34333333333333327,0.01989628279266048
2021-07,0.09806451612903226,0.25723738626964443,0.007491931143441223
2021-08,0.09225806451612903,-0.05921052631578949,0.010233825423354595
2021-09,0.07933333333333333,-0.1400932400932402,0.0036514837167011083
2021-10,0.07903225806451614,-0.003795066413662007,0.003005371535187642
2021-11,0.07966666666666668,0.008027210884353764,0.0018257418583505524
2021-12,0.07967741935483871,0.0001349709812390465,0.0017960530202677481
2022-01,0.07935483870967742,-0.004048582995951344,0.002497310381147072
2022-02,0.08,0.008130081300812941,0.0
2022-03,0.2009677419354839,1.5120967741935485,0.1270001270001905
2022-04,0.33,0.6420545746388442,0.0
2022-05,0.765483870967742,1.3196480938416424,0.17038855027411948
2022-06,1.2049999999999998,0.5741677201854192,0.3814107207867059
2022-07,1.6758064516129034,0.390710748226476,0.25303193729314605
2022-08,2.33,0.3903753609239653,0.0
2022-09,2.555,0.09656652360515028,0.3495686997745491
2022-10,3.08,0.20547945205479445,0.0
